Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,5.39724289566794,5.12531516639116,4.88960016129642,4.69276805523245,4.53699080431074,4.42148860916695,4.34502862310616,4.3020233654052,4.28108336511624,4.27822827179878,4.29513133516706,4.33228578941199,4.382739273197,4.43460305074746,4.4846207679693,4.52741042210756,4.54834530511041,4.53185610677654,4.47630143117285,4.40045817725456,4.31000365344209,4.18687172386898,4.04218170755979,3.9036629354547,3.78232252295838,3.69059476882693,3.63423599354207,3.61895826925683,3.65281064692331,3.74717180551095,3.91436439021666,4.15022105698863,4.5664155415525,5.1248614225794,5.64517330836358,6.09509109740537,6.4548517277354,6.77783922775311,7.05678690882045,7.29777159150888,7.57118010014753,7.90953509643149,8.26940644426852,8.60741760547546,8.89271449110495,9.10538358182912,9.20561862138448,9.1331198986394,8.87689368889621,8.53295231134981,8.24710712211029,8.09433559023191,8.05429174299995,8.06260495097774,8.09254220854052,8.19187742264665,8.37283204311668,8.6045928896271,8.87252824817538,9.19426483652901,9.47754742744439,9.68134860487299,9.9334161814638,
American Samoa,ASM,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2.36086872212527,2.32360442051573,2.25491544067098,2.19633647519118,2.18600439787867,2.19945640811206,2.24431818181818,2.31724137931034,2.38386775847555,2.4085637823372,2.4038287226714,2.40347009884093,2.42053789731051,2.46481290765534,2.50008434832484,2.52209313871512,2.5513015852433,2.59587583007657,2.67306374228924,2.74399559982888,2.76603346632526,2.78360288414582,2.82453085703231,2.88752991225738,2.94884910485934,2.98408324928043,2.99810695693327,3.01265131519068,3.03680042007614,3.05523408732246,3.0443199184921,3.02776948342789,3.0343779232928,3.03839987785327,3.0280939830651,2.99655652428749,2.94027840143691,2.88176818950931,2.82958422082532,2.79802452316076,2.84582314760179,2.95034457193887,3.07242259760902,3.20195788507622,3.3266629038603,3.43681091510474,3.52342583266766,3.60715474501147,3.67952732225937,3.71781115879828,3.78698866614848,3.91103313412651,4.047976011994,4.21572493568437,4.39520592389022,4.58642526904697,4.78803486529319,4.98977753486771,5.21049142288887,5.4451974760458,5.70886324469361,6.01417739692225,6.34800896081927,
Antigua and Barbuda,ATG,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2.31830761648406,2.45784030559955,2.63506063947078,2.83104360749629,3.02169836592553,3.1733746130031,3.28207084279696,3.34882449425916,3.36760968713711,3.347363536937,3.44098707172,3.69033817213958,3.99803616725309,4.35168738898757,4.73002016995668,5.12160703909687,5.51934014035321,5.90570142660223,6.27618527166443,6.62059410513121,6.94804981434627,7.27338282773653,7.57037933685571,7.84358526594095,8.06088855568956,8.21540367810095,8.33686890114552,8.39461385103115,8.37534372135655,8.28267601710606,8.11143175706696,7.92056645234801,7.75696137559348,7.59913983935235,7.43804227611882,7.2718354333364,7.08751620391306,6.89491625907811,6.72131625776714,6.57820968043356,6.45471925228351,6.35055747038221,6.27668659265585,6.21980922834088,6.16731203614069,6.12445400353155,6.08687680884221,6.0587681150069,6.05448656887026,6.07692692192342,6.14693022969395,6.26017841083105,6.39577456335154,6.53617284097253,6.71248352475993,6.95750589223625,7.27942283418063,7.61381024148365,7.9045189921195,8.19817565569482,8.52369703066542,8.86073105524477,9.24143629136707,
Australia,AUS,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,7.32573902585688,7.27742947284451,7.24959689616989,7.21966769643149,7.17518523160704,7.13434543952723,7.10082691751522,7.07229068314328,7.03839198770161,7.0042765827622,6.99779386610616,7.02104059464301,7.06701515502246,7.13397134898352,7.21411531509828,7.32480820397473,7.46680488751262,7.61072304958761,7.76573975014766,7.93547450712507,8.09283356692345,8.21388720616058,8.30076837885031,8.37995049666093,8.48584439147512,8.63808210839894,8.83102878023942,9.02054360494895,9.18243612489483,9.32710035989896,9.48536449880477,9.67396899948555,9.86589041265174,10.0489053393787,10.2120927586423,10.3551488885689,10.4926800263019,10.624504355442,10.7481097044139,10.8540253634621,10.9655194043945,11.0991977540716,11.2292793183379,11.3583565047044,11.4959301102582,11.6371924714521,11.7771839819934,11.909782490959,12.0418365482345,12.2195316851777,12.4743768636615,12.7856109702939,13.1122428681184,13.4238544830476,13.7230232424473,14.0152661624721,14.2896879457968,14.5434823623211,14.7924412994182,15.0483718036502,15.3405260495577,15.6646673658566,15.9821771197386,
Austria,AUT,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,10.1436245197257,10.2216073779695,10.3168224859749,10.3987688949874,10.530013316084,10.6652090675749,10.8019538638353,10.9503113279391,11.0768567675198,11.1869148256264,11.2811313075252,11.3541498331601,11.3964783442274,11.4334027762384,11.5196826068321,11.6451999816181,11.7298869127497,11.801073395915,11.8645147488636,11.8843956384265,11.7669995259556,11.4357653693597,11.03839899135,10.6696823267956,10.4275245736688,10.3771084355809,10.4360397027782,10.5471482726748,10.652381740094,10.7120532275868,10.745585038511,10.7608307036103,10.7871929704956,10.8879394021386,11.0632511590576,11.2717549315004,11.4700923875935,11.6453373432479,11.7945359560779,11.9097506208552,12.0139148794483,12.1279132730069,12.2205067212155,12.3348188104493,12.690940095256,13.255248175052,13.799767191681,14.2206334093808,14.5468302528197,14.861601122565,15.0472277435475,15.1835457388805,15.4572711272531,15.7584163902866,15.9851174315697,16.0839069225737,16.1485927682663,16.3002973885822,16.4914919663439,16.6980124305509,16.9346257795866,17.2304249688091,17.6084424113658,
Azerbaijan,AZE,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,3.79384550268867,3.65058965402057,3.51837532775521,3.39617154583932,3.28376092315832,3.18327189530252,3.09490765095191,3.01877975121824,2.95469007131103,2.90054318976057,2.85853198179783,2.82871353505391,2.81075495655954,2.80436146209753,2.80311888489126,2.80124244261139,2.94542467731807,3.24469824335093,3.56303497124276,3.68382494520306,3.58772794099102,3.46722890293445,3.33394119103385,3.20742433492152,3.09280597046076,2.98849145423096,2.90026736508328,2.83476288171186,2.80653140168492,2.83232257284761,2.90665308689717,3.01487814303674,3.15693692571419,3.33863540648804,3.55374166726874,3.76843949658841,3.9601922581663,4.14436984229586,4.33606388737724,4.5153954972019,4.68802128053263,4.87623648764396,5.06557184535678,5.22864659396204,5.34068915999249,5.38928695895774,5.35804212726999,5.23835494874236,5.05196091819434,4.84763739337171,4.66246953166751,4.51662086288979,4.42576799896009,4.39132378184088,4.40951822152683,4.47260782084906,4.57040287707006,4.70449900252297,4.88019127865187,5.10236838721422,5.30878170566446,5.5046266349238,5.82927782525305,
Burundi,BDI,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2.77495810669769,2.7778715683065,2.78587735560653,2.79797104065686,2.81016332779317,2.81307023645901,2.81367814436796,2.81765075343367,2.82062585335772,2.82369385428517,2.82621692076876,2.82831432580613,2.82214350129022,2.81642243689648,2.82053843071989,2.82390540283556,2.82561610096818,2.82424012312616,2.81700416673422,2.8057268224904,2.79062915511858,2.76691149787114,2.7389307476364,2.71250581868806,2.68510197347182,2.65629467803019,2.62316856774597,2.58270292567256,2.52888928755029,2.46588631427229,2.4004446764897,2.33446154013855,2.27292346380297,2.19949054141094,2.16610559751134,2.14270168193066,2.0718724057903,2.02484654482668,2.00675112588914,1.99519551581476,1.98280041275403,1.97598004325803,1.97378144711705,1.9750932104017,1.9787503113874,1.97852989434498,1.97436083644421,1.96918991996801,1.96703222024542,1.97106598613496,1.9679107747884,1.95474442139369,1.94391424333876,1.93733653328498,1.92564582960587,1.93338245826417,1.97176686439409,2.01558780501665,2.06275444952729,2.10806141142308,2.13470512885391,2.14528387207135,2.1533288969964,
Belgium,BEL,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,10.4338064945079,10.4984114683713,10.594159401111,10.6473584250348,10.7124785957455,10.8063874122098,10.9177605230013,11.0461752733098,11.1307346088381,11.1913543883447,11.262552195924,11.3206811168486,11.3789569108627,11.4383883444563,11.4939587420608,11.5426385014083,11.5632182608998,11.6118878454579,11.6903319825209,11.7557420780195,11.7423259745695,11.5803535275567,11.3218917562905,11.0343291253505,10.8791145586395,10.9761885750604,11.1868539796982,11.4054891874318,11.6449479395276,11.8760267539508,12.0996787435944,12.316582452898,12.5131907678615,12.6963367446622,12.8879066312144,13.1142721420213,13.3526187745326,13.5756184145927,13.7647328046603,13.9181497099921,14.0425105481449,14.1522905364229,14.2666945440488,14.3890917947843,14.5111417283512,14.5812012258402,14.5652127123912,14.5398547380365,14.5923186652874,14.7078792314758,14.8320468965985,15.0406136419929,15.3164648734866,15.5637733746513,15.8155897366243,16.0562953297556,16.2718407870161,16.4952912214414,16.7369040169881,16.9979462415834,17.2221926303041,17.4457112615947,17.7770215130311,
Benin,BEN,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,5.50081758804425,5.36899165153848,5.24165193605409,5.12169809566427,5.0141842430751,4.92035756215365,4.8373600912486,4.76437706087126,4.69874311708248,4.63777151819791,4.5786823622751,4.52007418207983,4.46266223178765,4.40528774673242,4.34626975216687,4.28519092625648,4.22352076707962,4.1606856846024,4.09533924339013,4.02551179394725,3.95018686718523,3.87158466336338,3.79134407958116,3.71084452817844,3.62992646957543,3.55118513894363,3.47630121228685,3.4040916427905,3.33600173586607,3.27160155876544,3.20933183052488,3.14891522561825,3.09081991821619,3.03251797189926,2.97693142540114,2.92951143705911,2.8913399760307,2.85832097366243,2.82739691056559,2.79863088432686,2.77293662291608,2.75033598815465,2.73057035770028,2.71338449216271,2.7008223667651,2.69301154518104,2.68859564030473,2.68929644397016,2.69495699270408,2.70229069785511,2.71028786870515,2.71594004009768,2.71473548258984,2.70206531983175,2.66741338899672,2.65220380581819,2.66916752623722,2.68590483561315,2.70418688025494,2.72456265111648,2.73545454775212,2.73222574704161,2.72793321269282,
Burkina Faso,BFA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2.8575112745706,2.8927702760564,2.9259039149732,2.95877182264281,2.99071628926829,3.02196943895563,3.05419491120916,3.08766501062456,3.12084130061494,3.1535974763361,3.18554183794271,3.2173353795495,3.24833262625519,3.27592165642119,3.30165323496065,3.32665937756929,3.35078888764079,3.36901538645889,3.37983404411393,3.38575860207862,3.38556129394161,3.38042855176737,3.37074542909061,3.35512468368757,3.33474026383097,3.3096479591167,3.27952659051174,3.24412964176095,3.20264326382436,3.15577949637089,3.10438388955382,3.05147222113327,2.99612346812329,2.93549915918477,2.87025508827806,2.80373436598085,2.73789639172693,2.67234081839316,2.60874005327453,2.54892418920083,2.49347326538408,2.44347682812832,2.40036569242499,2.36411873214846,2.33251102039075,2.30432481524808,2.28019948867473,2.26097905413285,2.24870461444088,2.24431423720912,2.24449182382712,2.24521208218618,2.24115978865864,2.2128789719396,2.16815257531595,2.1327893922461,2.10772844716042,2.09096570040011,2.08337458549581,2.08309896171235,2.07763578112312,2.06291199989828,2.04982142469946,
Bangladesh,BGD,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,3.0228139920231,3.01246130490769,3.01200619001315,3.02464077994656,3.04898250921277,3.08003021918806,3.11832192303897,3.16204383250472,3.20771741373182,3.25396120692934,3.29777862175378,3.25899604071088,3.22479095642428,3.27587637162069,3.32408089697585,3.38100274768164,3.45301914850006,3.52215219383257,3.58084594254079,3.63121341228212,3.67083474446835,3.69755465483574,3.71223329242398,3.71895243062398,3.72258389564674,3.72499916926189,3.72857162000124,3.73201467024794,3.72765717642859,3.71614918439254,3.70861791027224,3.70589191595599,3.70528016031798,3.70607244080588,3.706590896811,3.71576500237679,3.73401193118275,3.76008107185964,3.81058122352692,3.89533704683168,3.98264906330406,4.05368782837797,4.12077816976887,4.1845541401825,4.24494312470081,4.30358612786034,4.36667505327067,4.42341409810849,4.4791256421256,4.53844860716214,4.59796784613229,4.66090180054735,4.7157019918243,4.74284390252053,4.75840703467109,4.80977768069537,4.89466364847932,5.00491961630033,5.15005091646251,5.31328135098873,5.45395971579118,5.60041375227247,5.7755767779746,
Bulgaria,BGR,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,6.44171609251793,6.63621461940356,6.82043549415097,7.01901140589353,7.27153136254195,7.53997593132299,7.81366727715731,8.07057921909318,8.31618493700212,8.56101393197409,8.81508901599519,9.06721641338482,9.30191736995357,9.55776207098952,9.82864675474024,10.0972072750661,10.3487095858782,10.5479446928224,10.7381872098279,10.9324991057407,11.0404142513026,11.0768438623398,11.0713414165776,11.0395046944816,11.077836570435,11.2234583735923,11.4575254053023,11.7121211143568,11.9558713130896,12.2366201323616,12.5275857666563,12.7902153716321,13.0414415025249,13.2847053233893,13.5134581156106,13.7273528658555,13.9183691349842,14.0992366241253,14.2920581486857,14.5168096725108,14.7208558967656,14.8743342710328,14.9879349892601,15.0443873409136,15.0680069809207,15.0750917856338,15.080801333018,15.0947340298061,15.1282119436547,15.2116576901325,15.3590398821233,15.5996638570283,15.8977259846064,16.232974116796,16.5911782009785,16.9181589937371,17.2136314227195,17.4885929661591,17.8027413795676,18.1509798037922,18.4125941798576,18.5050938752067,18.4262161094653,
Bahrain,BHR,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2.09003934191702,2.03182111373898,1.97544406099145,1.9169440513444,1.85113156719536,1.85468317958966,1.93900559876005,2.04212740305285,2.15762866661807,2.28783583774427,2.43704404876536,2.50558319946715,2.45813721189961,2.38598140856561,2.31428376459425,2.24215932952549,2.17034507070742,2.09991115970751,2.03157111794723,1.96472894176976,1.90412995259019,1.87963926387537,1.89481674257211,1.91673670597951,1.93494690286992,1.95353913924566,1.96877095869189,1.97731606945699,1.98133821011179,1.97606955382816,1.96030522252783,1.96904666932589,2.00802285559476,2.05513858958163,2.10646343057129,2.15320174878202,2.19040014625071,2.21852670345111,2.23620384601299,2.24174945715676,2.23847958805493,2.23101267657738,2.22051453013668,2.1769543629433,2.08711470115675,1.99361507583129,1.9137591165601,1.83799041157507,1.76703085513341,1.70642185522086,1.70636717928858,1.75628043708685,1.79155722289687,1.96236835720718,2.28264570052695,2.44059786182598,2.42780854148483,2.39690549300206,2.41283742170014,2.53693582505856,2.75517964429669,3.02344303276456,3.26759840780356,
